SpecID	Species	H01_Marshes_and_reeds	H02_Moist_grassland	H03_Mesic_grassland	H04_Dry_grassland	H05_Herbal_grasslands	H06_Rural_areas	H07_Open_ground	H08_Shrubs_and_heath	H09_Dry_bushland	H10_Mesic_bushland	H11_Forest_margins	H12_Woodlands	H13_Subalpine_shrubs	H14_Subalpine_grassland	H15_Alpine_rocks	H16_Ponds_and_streams	H17_Dunes_and_beaches	H18_Lowland_rocky_habitats	H19_Rocks_and_walls	H20_Domestic_habitats	H21_Caves	H22_Ants	U01_Bushes_and_trees	U02_Dense_vegetation	U03_Ground_and_vegetation	U04_Ground_dwelling	U05_Subterranean	U06_Diurnal	U07_Diurnal_and_nocturnal	U08_Nocturnal	U09_Spring	U10_Summer	U11_Winter	RemarksHabitat
S06180	Rhacocleis andikithirensis	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S06190	Rhacocleis annulata	-	-	-	-	-	-	-	-	x	x	x	x	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	x	-	-	x	-	.
S06200	Rhacocleis baccettii	-	-	-	-	x	-	-	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	x	-	-	x	-	.
S06210	Rhacocleis bonfilsi 	-	-	-	-	-	-	-	-	x	-	x	x	-	-	-	-	-	x	-	-	-	-	-	x	-	-	-	-	x	-	-	x	-	.
S06220	Rhacocleis bucchicii	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S06230	Rhacocleis corsicana 	-	-	-	-	-	-	-	x	x	-	x	x	-	-	-	-	x	-	-	-	-	-	-	-	x	-	-	-	x	-	-	x	-	.
S06240	Rhacocleis crypta	-	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	x	-	x	-	.
S06250	Rhacocleis derrai 	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	-	-	x	-	-	-	x	-	-	x	-	.
S06260	Rhacocleis distinguenda	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	-	-	x	-	-	-	x	-	-	x	-	.
S06270	Rhacocleis edentata	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	x	-	-	x	-	.
S06280	Rhacocleis ferdinandi 	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	x	-	-	x	-	.
S06290	Rhacocleis germanica	-	-	-	-	x	-	-	x	x	x	x	x	x	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	x	-	-	x	-	.
S06300	Rhacocleis graeca	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	-	-	x	-	-	-	x	-	-	x	-	.
S06310	Rhacocleis insularis	-	-	-	x	-	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	x	-	x	-	.
S06320	Rhacocleis japygia	-	-	-	-	x	-	-	x	x	-	x	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	x	-	-	x	-	.
S06330	Rhacocleis lithoscirtetes	-	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	x	-	x	-	.
S06340	Rhacocleis maculipedes	-	-	-	-	x	-	-	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	x	-	-	x	-	.
S06350	Rhacocleis neglecta	-	-	-	-	x	-	-	x	x	x	x	x	-	-	-	-	x	-	-	-	-	-	-	x	-	-	-	-	x	-	-	x	-	.
S06360	Rhacocleis poneli	-	-	-	-	-	-	-	-	x	x	x	x	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	x	-	-	x	-	.
S06370	Rhacocleis silvestrii	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	-	-	x	-	-	-	x	-	-	x	-	.
S06380	Rhacocleis thyrrhenica	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	-	-	x	-	-	x	-	.
S06390	Rhacocleis trilobata	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	-	-	x	-	-	-	x	-	-	x	-	.
S06400	Rhacocleis uvarovi	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	-	-	x	-	-	-	x	-	-	x	-	.
S06410	Rhacocleis werneri	-	-	-	x	-	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	x	-	x	-	.
S06420	Roeseliana ambitiosa	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S06430	Roeseliana azami	x	x	x	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S06440	Roeseliana brunneri	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S06450	Roeseliana fedtschenkoi	-	x	x	-	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S06460	Roeseliana oporina	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S06470	Roeseliana roeselii	-	x	x	x	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S06480	Sardoplatycleis galvagnii	-	-	-	-	x	-	-	x	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S06490	Schizonotinus forficalis	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S06500	Schizonotinus kerketa	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S06510	Sepiana sepium	-	-	-	-	x	x	-	-	x	x	x	x	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	x	-	-	x	-	.
S06520	Sporadiana sporadarum	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	-	-	-	x	-	-	x	-	.
S06530	Tessellana  nigrosignata	-	-	-	x	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	x	-	-	x	-	.
S06540	Tessellana carinata	-	-	-	x	-	-	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	x	-	-	x	-	.
S06550	Tessellana lagrecai	-	-	-	x	x	-	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	x	-	-	x	-	.
S06560	Tessellana orina	-	-	-	x	-	-	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	x	-	-	x	-	.
S06570	Tessellana tessellata	-	-	-	x	x	x	-	x	x	x	x	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	-	-	x	-	-	x	-	.
S06580	Tessellana veyseli	-	-	-	x	x	-	-	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S06590	Vichetia knipperi 	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S06600	Vichetia oblongicollis	-	-	x	x	x	-	-	x	-	x	x	-	-	x	-	-	-	-	-	-	-	-	-	x	-	-	-	-	x	-	x	x	-	.
S06610	Yersinella beybienko	-	-	-	-	x	-	-	-	-	x	x	x	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	x	-	-	x	-	.
S06620	Yersinella raymondi	-	-	-	-	x	-	-	x	-	x	x	x	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	x	-	-	x	-	.
S06630	Zeuneriana abbreviata	-	x	x	-	-	x	-	x	-	-	-	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S06640	Zeuneriana amplipennis	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S06650	Zeuneriana burriana	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S06660	Zeuneriana marmorata	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	x	-	-	x	-	.
S06670	Amphiestris baetica	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S06680	Medecticus assimilis	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S06690	Tettigonia balcanica	-	-	-	-	-	-	-	-	-	x	x	x	x	x	-	-	-	-	-	-	-	-	x	x	-	-	-	-	x	-	-	x	-	.
S06700	Tettigonia cantans	-	x	x	-	x	x	-	-	-	x	x	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	x	-	-	x	-	.
S06710	Tettigonia caudata	-	-	-	-	x	-	-	x	-	x	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	x	-	x	x	-	.
S06720	Tettigonia hispanica	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S06730	Tettigonia longispina	-	-	-	-	-	-	-	x	-	x	x	-	x	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	x	-	-	x	-	.
S06740	Tettigonia silana 	-	-	-	-	-	-	-	x	-	x	x	-	x	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	x	-	-	x	-	.
S06750	Tettigonia viridissima	-	-	x	-	x	x	-	x	-	x	x	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	x	-	-	x	-	.
S06760	Thyreonotus bidens	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S06770	Thyreonotus corsicus	-	-	-	-	-	-	-	x	x	-	x	x	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	.	.	.	-	x	-	.
S06780	Acrida bicolor	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S06790	Acrida oxycephala	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S06800	Acrida turrita	-	-	x	x	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S06810	Acrida ungarica	-	-	x	x	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S06820	Calephorus compressicornis	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S06830	Phlocerus menetriesii	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S06840	Phlocerus zaitzevi	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S06850	Duroniella carinata	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S06860	Duroniella fracta	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S06870	Duroniella gracilis	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S06880	Duroniella kalmyka	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S06890	Duroniella laticornis	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S06900	Duroniella lucasii	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S06910	Truxalis nasuta	-	-	-	x	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S06920	Calliptamus barbarus	-	-	-	x	-	x	x	x	x	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	x	-	-	-	x	x	.
S06930	Calliptamus coelesyriensis	-	-	-	x	-	x	x	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	-	-	.
S06940	Calliptamus italicus	-	-	x	x	-	x	x	x	x	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	x	-	-	-	x	x	.
S06950	Calliptamus siciliae	-	-	-	x	-	x	x	x	x	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S06960	Calliptamus tenuicercis	-	-	-	x	-	x	x	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	-	-	.
S06970	Calliptamus wattenwylianus	-	-	-	x	-	x	x	-	x	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S06980	Paracaloptenus bolivari	-	-	-	x	-	x	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	x	.
S06990	Paracaloptenus caloptenoides	-	-	-	x	-	x	-	-	x	x	x	x	-	x	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S07000	Paracaloptenus cristatus	-	-	-	x	-	x	x	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S07010	Anacridium aegyptium	x	-	-	x	x	x	-	x	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	x	x	x	.
S07020	Schistocerca gregaria	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	-	-	-	x	-	x	-	-	x	-	x	.
S07030	Acanthacris ruficornis	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07040	Egnatioides desertus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07050	Egnatius apicalis	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07060	Eyprepocnemis plorans	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	x	.
S07070	Heteracris adspersa	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S07080	Heteracris annulosa	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S07090	Heteracris littoralis	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S07100	Heteracris pterosticha	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07110	Arcyptera (Arcyptera) fusca	-	-	x	x	-	-	-	x	-	-	-	-	x	x	-	-	-	x	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S07120	Arcyptera (Arcyptera) tornosi	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07130	Arcyptera (Pararcyptera) alzonai	-	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S07140	Arcyptera (Pararcyptera) brevipennis	-	-	-	x	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	-	-	.
S07150	Arcyptera (Pararcyptera) kheili	-	-	-	x	-	-	-	x	x	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S07160	Arcyptera (Pararcyptera) labiata	-	-	-	x	-	-	-	-	-	-	-	-	x	x	x	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S07170	Arcyptera (Pararcyptera) microptera	-	-	-	x	-	-	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S07180	Chrysochraon beybienkoi	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S07190	Chrysochraon dispar	x	x	x	x	x	x	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S07200	Euchorthippus albolineatus	-	-	x	x	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S07210	Euchorthippus angustulus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07220	Euchorthippus chopardi	-	-	-	x	x	x	-	-	x	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S07230	Euchorthippus declivus	-	-	x	x	x	x	-	x	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S07240	Euchorthippus elegantulus	-	-	-	x	x	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S07250	Euchorthippus pulvinatus	-	-	x	x	x	x	-	-	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S07260	Euchorthippus sardous	-	-	x	x	x	x	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S07270	Euthystira brachyptera	-	x	x	-	x	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S07280	Podismopsis keisti	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S07290	Podismopsis poppiusi	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07300	Podismopsis relicta	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07310	Podismopsis styriaca	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S07320	Podismopsis transsylvana	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07330	Dociostaurus (Dociostaurus) hispanicus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07340	Dociostaurus (Dociostaurus) maroccanus	-	-	-	x	-	x	x	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	-	x	-	-	x	x	-	.
S07350	Dociostaurus (Dociostaurus) minutus	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S07360	Dociostaurus (Kazakia) brevicollis	-	-	-	x	-	x	x	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	-	x	-	-	x	x	-	.
S07370	Dociostaurus (Kazakia) genei	-	-	-	x	x	x	x	-	x	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S07380	Dociostaurus (Kazakia) jagoi	-	-	-	x	-	x	x	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S07390	Dociostaurus (Kazakia) tartarus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07400	Dociostaurus (Stauronotulus) crassiusculus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07410	Dociostaurus (Stauronotulus) kraussi	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07420	Eremippus cornatus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07430	Eremippus costatus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07440	Eremippus mirami	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07450	Eremippus opacus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07460	Eremippus simplex	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07470	Eremippus sobolevi	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07480	Notostaurus albicornis	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07490	Notostaurus anatolicus	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S07500	Xerohippus occidentalis	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07510	Xerohippus solerii	-	-	-	x	-	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S07520	Aeropedellus variegatus	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S07530	Aeropedellus volgensis	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07540	Brachycrotaphus tryxalicerus	-	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S07550	Chorthippus (Chorthippus) abchasicus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07560	Chorthippus (Chorthippus) albomarginatus	-	x	x	x	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S07570	Chorthippus (Chorthippus) dichrous	-	x	x	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S07580	Chorthippus (Chorthippus) dorsatus	-	x	x	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S07590	Chorthippus (Chorthippus) ferdinandi	-	x	x	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S07600	Chorthippus (Chorthippus) jucundus	x	x	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	x	-	-	-	x	-	-	-	x	-	.
S07610	Chorthippus (Chorthippus) karelini	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S07620	Chorthippus (Chorthippus) lacustris	-	x	x	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S07630	Chorthippus (Chorthippus) loratus	-	-	-	x	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	x	-	.
S07640	Chorthippus (Chorthippus) oschei	-	x	x	-	x	-	-	x	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S07650	Chorthippus (Chorthippus) smardai	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07660	Chorthippus (Glyptobothrus) acroleucus	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07670	Chorthippus (Glyptobothrus) alticola	-	-	-	-	-	-	-	-	-	-	-	-	x	x	-	-	-	-	-	-	-	-	-	-	-	x	-	x	-	-	-	x	-	.
S07680	Chorthippus (Glyptobothrus) apicalis	-	-	x	x	x	-	-	x	-	-	-	x	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S07690	Chorthippus (Glyptobothrus) apricarius	-	-	x	x	x	x	-	-	-	-	-	-	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S07700	Chorthippus (Glyptobothrus) ariasi	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
S07710	Chorthippus (Glyptobothrus) biguttulus	-	-	x	x	x	x	-	x	-	x	x	x	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S07720	Chorthippus (Glyptobothrus) bionatus	-	-	-	-	x	x	-	x	-	-	x	x	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	-	x	-	.
S07730	Chorthippus (Glyptobothrus) biroi	-	-	x	x	x	x	-	x	-	x	x	x	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	x	x	-	.
S07740	Chorthippus (Glyptobothrus) bornhalmi	-	-	x	x	x	x	-	x	-	x	x	x	-	x	-	-	-	-	-	-	-	-	-	-	x	-	-	x	-	-	x	x	-	.
S07750	Chorthippus (Glyptobothrus) brunneus	-	-	-	x	x	x	x	x	-	x	x	x	-	x	-	-	-	x	-	-	-	-	-	-	-	x	-	x	-	-	x	x	-	.
S07760	Chorthippus (Glyptobothrus) cazurroi	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
